"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016485","GO:0016485","protein processing","24/697","328/18670",0.00138291962143177,0.0196073769890614,0.0161622821076857,"PRKACB/ACE2/GAS1/C4BPA/AEBP1/COMP/ADAMTS2/SERPING1/CPXM2/IHH/C3/CTSE/PCSK1N/NKD2/C7/MAGEA3/SPON1/C1R/C1S/A2M/CLU/GGT1/VSIG4/SERPINE1",24
"GO:0061035","GO:0061035","regulation of cartilage development","9/697","72/18670",0.00139223422801296,0.0196799856387494,0.0162221331260229,"LTBP3/TGFB1/SMPD3/WNT9A/GREM1/AXIN2/EFEMP1/CCN2/SIX2",9
"GO:1903054","GO:1903054","negative regulation of extracellular matrix organization","4/697","14/18670",0.00142885574882811,0.0201369970848357,0.0165988458256466,"ADTRP/TGFB1/EMILIN1/ANTXR1",4
"GO:0007389","GO:0007389","pattern specification process","30/697","446/18670",0.00143786900142803,0.0202033509691669,0.0166535410660195,"PRKACB/SOSTDC1/SFRP2/LEFTY1/TDGF1/IHH/C3/CDX1/BHLHE41/FGFR1/PBX3/HAND2/DAAM2/NRP2/ROR2/SFRP1/MEOX2/ZEB1/HEYL/CDX2/ITGAM/SATB2/GREM1/MAFB/AXIN2/BARX1/SIX2/LRP4/EVX1/FOLR1",30
"GO:0003382","GO:0003382","epithelial cell morphogenesis","6/697","34/18670",0.00145773575473702,0.0204141531447524,0.0168273044527605,"POF1B/VSIG1/IHH/HEG1/PALLD/ID1",6
"GO:0043542","GO:0043542","endothelial cell migration","21/697","273/18670",0.00146157158675406,0.0204141531447524,0.0168273044527605,"PPARG/ADTRP/TGFB1/APOE/S100P/TDGF1/FGFR1/NRP2/AMOTL1/CYP1B1/AKT3/SLIT2/MEOX2/ADGRA2/ID1/GREM1/SERPINF1/SCG2/DCN/ITGB2/FGFBP1",21
"GO:0060443","GO:0060443","mammary gland morphogenesis","7/697","46/18670",0.00147634812124059,0.0204877488175889,0.016887969070315,"TGFB1/SOSTDC1/NTN1/CAV1/CSF1R/IGFBP5/AREG",7
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","7/697","46/18670",0.00147634812124059,0.0204877488175889,0.016887969070315,"TGFB1/S100A7/SLIT2/GREM1/CXCL12/CCL5/SERPINE1",7
"GO:0098869","GO:0098869","cellular oxidant detoxification","11/697","102/18670",0.00147993753444761,0.0204877488175889,0.016887969070315,"NXN/IYD/FABP1/DUOX2/APOE/GSTA1/FBLN5/MGST1/GPX2/GPX3/SOD3",11
"GO:0051235","GO:0051235","maintenance of location","24/697","330/18670",0.00150061505737136,0.0207129013654229,0.0170735614112686,"PPARG/TGFB1/FLNA/TRPA1/APOE/C3/CCL21/LCN2/S100A7/GRIK5/TLN1/JPH2/ATP1A2/CASQ2/RASA3/DBN1/PLN/CACNA1C/CAV1/ANXA6/GAA/FBN1/LTBP1/CCL19",24
"GO:0042471","GO:0042471","ear morphogenesis","12/697","118/18670",0.00153408943434001,0.0210231244212062,0.0173292770302764,"SLC44A4/COL11A1/ATOH1/FGFR1/SOBP/ROR2/NTN1/ZEB1/MAFB/PRRX1/SIX2/CTHRC1",12
"GO:1990266","GO:1990266","neutrophil migration","12/697","118/18670",0.00153408943434001,0.0210231244212062,0.0173292770302764,"VAV3/THBS4/CCL21/SAA1/PPBP/JAM3/SLIT2/CCL20/CCL19/ITGB2/CXCL3/CCL5",12
"GO:1903779","GO:1903779","regulation of cardiac conduction","9/697","73/18670",0.00153652923001784,0.0210231244212062,0.0173292770302764,"ATP1B1/ACE2/FLNA/ATP2A3/ATP1A2/CASQ2/ATP2B4/FXYD6/CAV1",9
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","20/697","256/18670",0.00155959240793356,0.0212766487512564,0.0175382561173679,"TGFB1/CD24/ITGA5/SPINK1/SFRP2/TDGF1/THBS4/SFRP1/CSPG4/CAV1/GREM1/FGF7/CSF1R/CTF1/FGFR3/AREG/ITGB2/EREG/CCL5/LRP4",20
"GO:0016999","GO:0016999","antibiotic metabolic process","14/697","151/18670",0.00159052278787449,0.0216357201260724,0.0178342372095767,"SULT1B1/AKR1B10/DUOX2/ADH6/ADH4/ADH1C/DUOXA2/NOX1/AKR1C3/SULT1E1/ADH1B/DPEP1/MAOB/GPX3",14
"GO:0014706","GO:0014706","striated muscle tissue development","27/697","390/18670",0.00161773185508903,0.0219422416067423,0.0180869016350842,"XK/TGFB1/OBSL1/COL11A1/MYH11/FGFR1/JPH2/POPDC2/MEOX2/ASB2/CFL2/HEG1/PLN/CAV1/PGM5/SVIL/HEYL/MYOCD/PI16/SOX8/MYH10/GREM1/TGFBR3/SMYD1/PDGFRB/DCN/ELN",27
"GO:0006063","GO:0006063","uronic acid metabolic process","5/697","24/18670",0.00168279428560713,0.0224995828557102,0.0185463157882928,"UGT1A10/UGT2A3/UGT2B7/UGT2B15/UGT2B17",5
"GO:0019585","GO:0019585","glucuronate metabolic process","5/697","24/18670",0.00168279428560713,0.0224995828557102,0.0185463157882928,"UGT1A10/UGT2A3/UGT2B7/UGT2B15/UGT2B17",5
"GO:0042738","GO:0042738","exogenous drug catabolic process","5/697","24/18670",0.00168279428560713,0.0224995828557102,0.0185463157882928,"CYP2C18/NR1I2/CYP2B6/CYP2J2/CYP2W1",5
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","5/697","24/18670",0.00168279428560713,0.0224995828557102,0.0185463157882928,"TGFB1/S100A7/CXCL12/CCL5/SERPINE1",5
"GO:2000209","GO:2000209","regulation of anoikis","5/697","24/18670",0.00168279428560713,0.0224995828557102,0.0185463157882928,"ITGA5/CEACAM5/CEACAM6/PDK4/CAV1",5
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","9/697","74/18670",0.0016925883801174,0.0225662422383266,0.0186012628496754,"SULT1B1/AKR1B10/ADH4/AKR1C3/APOE/SULT1E1/MAOB/CYP4F2/CEL",9
"GO:0051954","GO:0051954","positive regulation of amine transport","6/697","35/18670",0.00170459490284825,0.022661937334467,0.0186801439331067,"ACE2/TACR2/STXBP1/CARTPT/CXCL12/VIP",6
"GO:0003007","GO:0003007","heart morphogenesis","20/697","259/18670",0.00179113729871034,0.0237452184826204,0.0195730882330077,"TGFB1/OBSL1/SFRP2/LEFTY1/IHH/COL11A1/SLIT3/HAND2/NRP2/SLIT2/HEG1/ADAMTS1/HEYL/GAA/TGFBR3/AXIN2/CLDN5/COL5A1/ELN/FOLR1",20
"GO:0051017","GO:0051017","actin filament bundle assembly","14/697","153/18670",0.00180168417063146,0.0238177572190801,0.0196328816221516,"PLS1/FLNA/FSCN1/SYNPO2/ACTN1/SFRP1/TGFB3/MYOC/DPYSL3/ID1/VIL1/CCN2/SORBS1/ELN",14
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","24/697","335/18670",0.00183310989526455,0.024165125669878,0.0199192160410918,"PTPRU/APOE/COL1A1/SOSTDC1/SFRP2/SFRP4/NKD2/NOTUM/DACT3/WNT9A/DAAM2/ROR2/SFRP1/RSPO3/ADGRA2/WWTR1/CAV1/GREM1/IGFBP6/AXIN2/PTPRO/LRP4/CTHRC1/FOLR1",24
"GO:0006898","GO:0006898","receptor-mediated endocytosis","23/697","316/18670",0.00184458072002326,0.0242482277845075,0.0199877167804378,"RAMP1/APOE/JCHAIN/MARCO/C3/SFRP4/CCL21/SAA1/PDLIM7/SYT11/COLEC12/HSPG2/CAV1/ITGAM/GREM1/CLU/CCL19/RAB31/ITGB2/FOLR2/CD163/SERPINE1/FOLR1",23
"GO:0006027","GO:0006027","glycosaminoglycan catabolic process","8/697","61/18670",0.00185941694929583,0.0243070856352237,0.0200362330704066,"TGFB1/BGN/PRELP/OGN/CSPG4/HSPG2/OMD/DCN",8
"GO:0032233","GO:0032233","positive regulation of actin filament bundle assembly","8/697","61/18670",0.00185941694929583,0.0243070856352237,0.0200362330704066,"FLNA/SYNPO2/SFRP1/TGFB3/MYOC/ID1/VIL1/CCN2",8
"GO:0070482","GO:0070482","response to oxygen levels","27/697","394/18670",0.00187110401135552,0.0243175048924979,0.0200448216223333,"PPARG/ATP1B1/FABP1/TGFB1/CD24/HSD11B2/NOX1/CLCA1/COL1A1/ASCL2/KCNMB1/KCNMA1/SFRP1/PTGIS/TGFB3/CRYAB/CAV1/MYB/MYOCD/CXCR4/TGFBR3/PDGFRB/CXCL12/CCN2/AQP1/MMP2/SOD3",27
"GO:0007009","GO:0007009","plasma membrane organization","11/697","105/18670",0.00187204602064938,0.0243175048924979,0.0200448216223333,"PACSIN3/NOX1/EHD2/SYT11/CAV1/CAVIN2/ANXA6/MYH10/CXCR4/CLU/COL5A1",11
"GO:0031345","GO:0031345","negative regulation of cell projection organization","16/697","188/18670",0.00187903115898128,0.0243175048924979,0.0200448216223333,"LGALS1/APOE/SPOCK1/SPP1/CCL21/PTPRS/RGMA/SLIT2/NTN1/PMP22/NGFR/DPYSL3/ID1/VIM/PTPRO/LRP4",16
"GO:0006816","GO:0006816","calcium ion transport","29/697","434/18670",0.00188973227947578,0.0243175048924979,0.0200448216223333,"ATP1B1/TGFB1/RAMP1/PACSIN3/SPINK1/TRPA1/CLCA1/CCL21/ATP2A3/CACNA1H/GNAO1/JPH2/ATP1A2/CASQ2/ATP2B4/RASA3/NCS1/MYLK/PLN/CACNA1C/CAV1/ANXA6/GEM/CXCR4/PDGFRB/CXCL12/CCN2/CCL19/CCL5",29
"GO:0034310","GO:0034310","primary alcohol catabolic process","4/697","15/18670",0.00189130391769907,0.0243175048924979,0.0200448216223333,"SULT1B1/AKR1B10/AKR1C3/SULT1E1",4
"GO:0046851","GO:0046851","negative regulation of bone remodeling","4/697","15/18670",0.00189130391769907,0.0243175048924979,0.0200448216223333,"CLDN18/SFRP1/CARTPT/GREM1",4
"GO:0001704","GO:0001704","formation of primary germ layer","12/697","121/18670",0.00190234622817164,0.0243926525923757,0.0201067655695449,"COL6A1/ITGA5/SFRP2/FN1/COL11A1/FGFR1/ITGA7/COL8A1/COL5A1/ITGB2/MMP2/SIX2",12
"GO:1903035","GO:1903035","negative regulation of response to wounding","10/697","90/18670",0.00191358376549915,0.0244698872247616,0.0201704297668418,"TSPAN8/ADTRP/APOE/SERPING1/SPP1/PTPRS/RGMA/CD109/C1QTNF1/SERPINE1",10
"GO:0006959","GO:0006959","humoral immune response","25/697","356/18670",0.00195410999650767,0.0249202125369851,0.0205416311131742,"C4BPA/SERPING1/ITLN1/JCHAIN/C3/DEFA5/DEFA6/DEFB1/LCN2/CHGA/DMBT1/REG3A/C7/LYZ/S100A7/PPBP/C1R/SCARA3/C1S/A2M/CLU/CFD/VSIG4/CXCL3/PI3",25
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","6/697","36/18670",0.00198191789610428,0.0252063433236244,0.0207774875714826,"TGFB1/VAV3/CCL21/PDGFRB/CCL19/FGFR3",6
"GO:0030500","GO:0030500","regulation of bone mineralization","9/697","76/18670",0.0020427327780946,0.0259095808853999,0.0213571634694101,"LTBP3/TGFB1/FAM20C/COMP/DDR2/TGFB3/MGP/GREM1/OMD",9
"GO:0032835","GO:0032835","glomerulus development","8/697","62/18670",0.00206647668381656,0.0260698254762127,0.0214892524420652,"CD24/SULF1/LAMB2/ACTA2/WWTR1/HEYL/PDGFRB/PTPRO",8
"GO:0045453","GO:0045453","bone resorption","8/697","62/18670",0.00206647668381656,0.0260698254762127,0.0214892524420652,"LTBP3/CA2/IHH/SPP1/PDK4/CLDN18/CARTPT/CSF1R",8
"GO:0030100","GO:0030100","regulation of endocytosis","21/697","281/18670",0.00207972023762594,0.0261665605232669,0.0215689907528583,"PPARG/SPHK1/TSPAN1/TGFB1/PACSIN3/APOE/C4BPA/PROM2/C3/SFRP4/CCL21/CLIP3/SYT11/STON1/AXL/CAV1/GREM1/CLU/CCL19/RAB31/SERPINE1",21
"GO:0060249","GO:0060249","anatomical structure homeostasis","29/697","437/18670",0.00209188751549865,0.0262492730220192,0.0216371703334015,"PBLD/LTBP3/TGFB1/CA2/RCN3/TFF1/PIGR/VSIG1/JCHAIN/IHH/TFF3/SPP1/TFF2/MUC2/RECQL4/PDK4/LARGE2/LYZ/CLDN18/MAP1A/NCS1/AKT3/CARTPT/CFL2/WWTR1/GAA/CSF1R/CCN2/CDHR1",29
"GO:0003018","GO:0003018","vascular process in circulatory system","15/697","173/18670",0.00214493436589808,0.0268431386110925,0.0221266913534749,"TGFB1/ACE2/APOE/COMP/CHGA/TACR2/ATP1A2/KCNMB1/KCNMA1/AKAP12/SLIT2/ACTA2/GUCY1A1/CAV1/VIP",15
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","13/697","140/18670",0.00227164783904826,0.0283533066719508,0.0233715168211153,"PBLD/TGFB1/COL1A1/SFRP2/TGFB1I1/DACT3/SFRP1/TGFB3/WWTR1/HEYL/GREM1/TGFBR3/AXIN2",13
"GO:2000403","GO:2000403","positive regulation of lymphocyte migration","6/697","37/18670",0.0022920278111187,0.0284076017337303,0.0234162720224879,"CXCL14/CCL21/S100A7/CCL20/CXCL12/CCL5",6
"GO:0001764","GO:0001764","neuron migration","14/697","157/18670",0.00229415748073381,0.0284076017337303,0.0234162720224879,"FLNA/SPOCK1/ATOH1/MATN2/FGFR1/MAP1B/NRP2/NTN1/AXL/MYH10/SATB2/CXCR4/CXCL12/COL3A1",14
"GO:0061572","GO:0061572","actin filament bundle organization","14/697","157/18670",0.00229415748073381,0.0284076017337303,0.0234162720224879,"PLS1/FLNA/FSCN1/SYNPO2/ACTN1/SFRP1/TGFB3/MYOC/DPYSL3/ID1/VIL1/CCN2/SORBS1/ELN",14
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","16/697","192/18670",0.0023278943979017,0.0286740378198233,0.0236358942182311,"GGT6/BGN/CHST5/GSTA1/PRELP/PDK4/CHST13/OGN/GGT5/CSPG4/CHST15/OMD/MGST1/ACSL6/DCN/GGT1",16
"GO:0048839","GO:0048839","inner ear development","16/697","192/18670",0.0023278943979017,0.0286740378198233,0.0236358942182311,"TGFB1/SLC44A4/CXCL14/COL11A1/ATOH1/FGFR1/SOBP/ROR2/NTN1/TGFB3/ZEB1/MAFB/PDGFRB/CEBPA/PRRX1/CTHRC1",16
"GO:0086009","GO:0086009","membrane repolarization","7/697","50/18670",0.00242270428811011,0.0294659214315568,0.0242886406991311,"ATP1B1/FLNA/ATP1A2/CASQ2/KCNE4/CAV1/KCNH2",7
"GO:0046883","GO:0046883","regulation of hormone secretion","20/697","266/18670",0.0024470328685733,0.0294659214315568,0.0242886406991311,"FAM3D/NLGN2/CFTR/SPP1/CHGA/RASL10B/GAL/FGFR1/TACR2/CHRNA3/SFRP1/CARTPT/CACNA1C/ADCY5/MYB/C1QTNF1/OXCT1/VIP/ANO1/CCL5",20
"GO:0006957","GO:0006957","complement activation, alternative pathway","4/697","16/18670",0.00244789022225952,0.0294659214315568,0.0242886406991311,"C3/C7/CFD/VSIG4",4
"GO:0016114","GO:0016114","terpenoid biosynthetic process","4/697","16/18670",0.00244789022225952,0.0294659214315568,0.0242886406991311,"HMGCS2/DHRS9/AKR1C3/CRABP2",4
"GO:0051923","GO:0051923","sulfation","4/697","16/18670",0.00244789022225952,0.0294659214315568,0.0242886406991311,"SULT1B1/CHST5/SULT1C2/SULT1E1",4
"GO:0055119","GO:0055119","relaxation of cardiac muscle","4/697","16/18670",0.00244789022225952,0.0294659214315568,0.0242886406991311,"ATP1B1/CHGA/ATP1A2/PLN",4
"GO:0086103","GO:0086103","G protein-coupled receptor signaling pathway involved in heart process","4/697","16/18670",0.00244789022225952,0.0294659214315568,0.0242886406991311,"CHGA/ATP2B4/PLN/CAV1",4
"GO:1905153","GO:1905153","regulation of membrane invagination","4/697","16/18670",0.00244789022225952,0.0294659214315568,0.0242886406991311,"PPARG/C3/SYT11/RAB31",4
"GO:0030206","GO:0030206","chondroitin sulfate biosynthetic process","5/697","26/18670",0.00244869153170832,0.0294659214315568,0.0242886406991311,"BGN/CHST13/CSPG4/CHST15/DCN",5
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","15/697","176/18670",0.00253400536823316,0.0304145452509418,0.0250705875037202,"PPARG/EGFL7/XDH/APOE/SULF1/THBS4/FGFR1/NRP2/AKT3/NGFR/CAV1/CXCL12/SCG2/VIP/FGFBP1",15
"GO:0031346","GO:0031346","positive regulation of cell projection organization","26/697","383/18670",0.00255872392304003,0.0306328861500685,0.0252505650300003,"OBSL1/APOE/FSCN1/PTPRD/L1CAM/FN1/PROM2/CRABP2/CCL21/LCN2/FGFR1/MAP1B/METRN/SLIT2/NTN1/PALM/TGFB3/DBN1/NGFR/DPYSL3/CXCR4/SERPINF1/EPS8L3/CXCL12/VIL1/CCL19",26
"GO:0010038","GO:0010038","response to metal ion","25/697","364/18670",0.00262897527185475,0.0313938446585606,0.0258778200724955,"SLC40A1/FSTL3/CA2/APOBEC1/SMPD3/TFF1/AKR1C3/CHP2/OTC/DPEP1/CACNA1H/CASQ2/KCNMB1/SYT11/KCNMA1/PLN/GGH/CAV1/SERPINF1/CYBRD1/CEBPA/FABP4/AQP1/MAOB/SOD3",25
"GO:0070167","GO:0070167","regulation of biomineral tissue development","10/697","94/18670",0.00264852534435706,0.0315470290382428,0.0260040893414699,"LTBP3/TGFB1/FAM20C/COMP/DDR2/TGFB3/MGP/GREM1/OMD/ASPN",10
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","11/697","110/18670",0.0027106706708295,0.0320759687467548,0.0264400922189429,"CYP2C18/PLA2G4F/AKR1C3/HPGD/CYP2B6/GSTA1/CYP1B1/PTGIS/CYP2J2/PTGDS/CYP4F2",11
"GO:0061387","GO:0061387","regulation of extent of cell growth","11/697","110/18670",0.0027106706708295,0.0320759687467548,0.0264400922189429,"APOE/L1CAM/FN1/CRABP2/SPP1/DPYSL2/PTPRS/MAP1B/NTN1/DBN1/CXCL12",11
"GO:0048260","GO:0048260","positive regulation of receptor-mediated endocytosis","7/697","51/18670",0.00271946045791358,0.0320759687467548,0.0264400922189429,"C3/SFRP4/CCL21/GREM1/CLU/CCL19/SERPINE1",7
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","16/697","195/18670",0.00272027180081151,0.0320759687467548,0.0264400922189429,"TGFB1/XDH/ACE2/DUOXA2/AKR1C3/ATP2B4/CYP1B1/FBLN5/PTGIS/CRYAB/CAV1/ITGAM/PDGFRB/CLU/KLF2/ITGB2",16
"GO:0007519","GO:0007519","skeletal muscle tissue development","14/697","160/18670",0.00273232856496036,0.0321373883592957,0.0264907201588955,"XK/TGFB1/POPDC2/MEOX2/ASB2/CFL2/CAV1/SVIL/HEYL/MYOCD/SOX8/SMYD1/DCN/ELN",14
"GO:0052548","GO:0052548","regulation of endopeptidase activity","28/697","425/18670",0.00274273427037769,0.0321791298272062,0.0265251274832579,"PPARG/FABP1/CASP5/XDH/SPINK1/SERPING1/SFRP2/SPOCK1/SPINK4/C3/PCSK1N/MAGEA3/DPEP1/WNT9A/CRYAB/NGFR/CD109/TIMP2/SERPINF1/TIMP3/VIL1/A2M/CCN2/COL6A3/AQP1/BST2/SERPINE1/PI3",28
"GO:0030072","GO:0030072","peptide hormone secretion","19/697","250/18670",0.002752841618056,0.0322171713554534,0.026556484962215,"FAM3D/NLGN2/CFTR/SMPD3/VGF/CHGA/RASL10B/GAL/TACR2/LTBP4/SFRP1/CARTPT/CACNA1C/ADCY5/OXCT1/VIP/ANO1/FAM3B/CCL5",19
"GO:0043491","GO:0043491","protein kinase B signaling","20/697","269/18670",0.00278448584511101,0.0325064479380746,0.0267949344875176,"ADTRP/CAVIN3/TGFB1/XDH/RCN3/SMPD3/AKR1C3/CCL21/FGFR1/MYOC/AXL/C1QTNF1/FGF7/PDGFRB/IGFBP5/CCL19/FGFR3/AREG/EREG/CCL5",20
"GO:0006026","GO:0006026","aminoglycan catabolic process","8/697","65/18670",0.0027980323329438,0.0325835378126682,0.0268584793615476,"TGFB1/BGN/PRELP/OGN/CSPG4/HSPG2/OMD/DCN",8
"GO:0072378","GO:0072378","blood coagulation, fibrin clot formation","5/697","27/18670",0.00291417195400816,0.0336986420913917,0.027777655340174,"SERPING1/FBLN1/VWF/A2M/F13A1",5
"GO:1901623","GO:1901623","regulation of lymphocyte chemotaxis","5/697","27/18670",0.00291417195400816,0.0336986420913917,0.027777655340174,"PADI2/CXCL14/CCL21/S100A7/CCL5",5
"GO:1900046","GO:1900046","regulation of hemostasis","9/697","80/18670",0.00291533106522588,0.0336986420913917,0.027777655340174,"TSPAN8/ADTRP/APOE/COMP/SERPING1/CAV1/C1QTNF1/SELP/SERPINE1",9
"GO:0030049","GO:0030049","muscle filament sliding","6/697","39/18670",0.00302013070505892,0.0347389053893174,0.0286351401988945,"TPM2/TNNT1/DES/TMOD1/VIM/TNNC2",6
"GO:0033275","GO:0033275","actin-myosin filament sliding","6/697","39/18670",0.00302013070505892,0.0347389053893174,0.0286351401988945,"TPM2/TNNT1/DES/TMOD1/VIM/TNNC2",6
"GO:0048568","GO:0048568","embryonic organ development","28/697","428/18670",0.00302758084501954,0.0347394545371069,0.028635592859212,"TGFB1/SLC44A4/MFAP2/RBPMS2/IHH/COL11A1/ATOH1/ASCL2/FGFR1/WNT9A/HAND2/SOBP/ROR2/NTN1/RSPO3/TGFB3/ZEB1/CDX2/SATB2/TTPA/MAFB/FBN1/EFEMP1/CEBPA/PRRX1/SIX2/CTHRC1/FOLR1",28
"GO:0003179","GO:0003179","heart valve morphogenesis","7/697","52/18670",0.00304332032601572,0.0347501272262573,0.0286443903140166,"TGFB1/NFATC1/SLIT3/SLIT2/EMILIN1/HEYL/ELN",7
"GO:0032330","GO:0032330","regulation of chondrocyte differentiation","7/697","52/18670",0.00304332032601572,0.0347501272262573,0.0286443903140166,"LTBP3/WNT9A/GREM1/AXIN2/EFEMP1/CCN2/SIX2",7
"GO:0051926","GO:0051926","negative regulation of calcium ion transport","8/697","66/18670",0.0030821632937217,0.0351027495217567,0.0289350554560445,"TGFB1/PACSIN3/SPINK1/GNAO1/ATP1A2/CASQ2/PLN/GEM",8
"GO:0048588","GO:0048588","developmental cell growth","18/697","234/18670",0.00308916163487865,0.0351027495217567,0.0289350554560445,"APOE/L1CAM/FN1/CRABP2/SPP1/GAL/LAMB2/DPYSL2/SLIT3/PTPRS/MAP1B/NRP2/SLIT2/NTN1/DBN1/PI16/CXCR4/CXCL12",18
"GO:1903510","GO:1903510","mucopolysaccharide metabolic process","11/697","112/18670",0.00312115326690058,0.0353806093757594,0.0291640942177972,"TGFB1/SMPD3/BGN/CHST5/PRELP/CHST13/OGN/CSPG4/CHST15/OMD/DCN",11
"GO:0070613","GO:0070613","regulation of protein processing","15/697","180/18670",0.00314190394366246,0.0355300125484529,0.0292872466530363,"PRKACB/GAS1/C4BPA/SERPING1/C3/NKD2/C7/MAGEA3/SPON1/C1R/C1S/A2M/CLU/VSIG4/SERPINE1",15
"GO:0051384","GO:0051384","response to glucocorticoid","13/697","146/18670",0.00328011091849102,0.0369150132865189,0.0304288971991784,"TGFB1/ABCA3/HSD11B2/PTPRU/SLIT3/FBXO32/SLIT2/BCHE/KLF9/SERPINF1/AREG/AQP1/MAOB",13
"GO:0061337","GO:0061337","cardiac conduction","13/697","146/18670",0.00328011091849102,0.0369150132865189,0.0304288971991784,"ATP1B1/ACE2/FLNA/ATP2A3/ATP1A2/CASQ2/ATP2B4/FXYD6/KCNE4/PLN/CACNA1C/CAV1/KCNH2",13
"GO:0008202","GO:0008202","steroid metabolic process","23/697","331/18670",0.00330915255730753,0.0371527582570436,0.0306248694235839,"SULT1B1/HMGCS2/UGT2B7/NR1I2/CFTR/CYP3A5/UGT2B15/HSD11B2/DHRS9/AKR1C3/APOE/CYP2B6/SULT1E1/UGT2B17/SPP1/GAL/CACNA1H/FGFR1/CYP1B1/SLC27A2/AMACR/CEBPA/CEL",23
"GO:0006942","GO:0006942","regulation of striated muscle contraction","10/697","97/18670",0.00333561401266716,0.0372715156224928,0.030722760642987,"ATP1B1/ACE2/FLNA/CHGA/ATP1A2/CASQ2/PLN/CACNA1C/CAV1/CCN2",10
"GO:0051591","GO:0051591","response to cAMP","10/697","97/18670",0.00333561401266716,0.0372715156224928,0.030722760642987,"CFTR/DUOX2/SLC26A3/COL1A1/VGF/PER1/IGFBP5/AREG/AQP1/GPD1",10
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation","8/697","67/18670",0.00338823343602222,0.0376755226645991,0.0310557820252788,"PPARG/CNN1/OGN/TGFB3/MYOCD/IGFBP5/VIP/APOD",8
"GO:0045214","GO:0045214","sarcomere organization","7/697","53/18670",0.00339585469574375,0.0376755226645991,0.0310557820252788,"OBSL1/CAPN9/TNNT1/LDB3/CASQ2/CSRP1/CFL2",7
"GO:0045661","GO:0045661","regulation of myoblast differentiation","7/697","53/18670",0.00339585469574375,0.0376755226645991,0.0310557820252788,"TGFB1/SOSTDC1/CXCL14/BOC/MYOCD/SOX8/SMYD1",7
"GO:0036296","GO:0036296","response to increased oxygen levels","5/697","28/18670",0.00344032270563431,0.038078854852693,0.0313882471281184,"PPARG/NOX1/COL1A1/CAV1/PDGFRB",5
"GO:1903317","GO:1903317","regulation of protein maturation","15/697","182/18670",0.00348809111972265,0.0385167332349609,0.0317491885200761,"PRKACB/GAS1/C4BPA/SERPING1/C3/NKD2/C7/MAGEA3/SPON1/C1R/C1S/A2M/CLU/VSIG4/SERPINE1",15
"GO:0007584","GO:0007584","response to nutrient","17/697","219/18670",0.00362099443004352,0.0397970184079491,0.0328045224464685,"PPARG/TGFB1/CCL28/AKR1C3/COL1A1/SFRP2/TNC/OTC/SPP1/KANK2/MAP1B/SFRP1/BCHE/TTPA/OXCT1/FOLR2/FOLR1",17
"GO:0043583","GO:0043583","ear development","17/697","219/18670",0.00362099443004352,0.0397970184079491,0.0328045224464685,"TGFB1/SLC44A4/CXCL14/COL11A1/ATOH1/FGFR1/SOBP/ROR2/NTN1/TGFB3/ZEB1/MAFB/PDGFRB/CEBPA/PRRX1/SIX2/CTHRC1",17
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","8/697","68/18670",0.00371735330508857,0.0407606052821978,0.0335988032370893,"LGALS1/COL1A1/SPOCK1/FBLN1/MYOC/PTPRO/APOD/SERPINE1",8
"GO:0046164","GO:0046164","alcohol catabolic process","7/697","54/18670",0.00377865951408533,0.0411444294654349,0.0339151879698708,"SULT1B1/AKR1B10/ADH4/AKR1C3/APOE/SULT1E1/CEL",7
"GO:0061005","GO:0061005","cell differentiation involved in kidney development","7/697","54/18670",0.00377865951408533,0.0411444294654349,0.0339151879698708,"GLIS2/CD24/LAMB2/ACTA2/WWTR1/PTPRO/SIX2",7
"GO:1900047","GO:1900047","negative regulation of hemostasis","7/697","54/18670",0.00377865951408533,0.0411444294654349,0.0339151879698708,"TSPAN8/ADTRP/APOE/COMP/SERPING1/C1QTNF1/SERPINE1",7
"GO:1901570","GO:1901570","fatty acid derivative biosynthetic process","10/697","99/18670",0.0038674282427105,0.0420135202385194,0.0346315760038039,"HMGCS2/GGT6/PLA2G4F/AKR1C3/HPGD/GGT5/PTGIS/PTGDS/ACSL6/GGT1",10
"GO:0090026","GO:0090026","positive regulation of monocyte chemotaxis","4/697","18/18670",0.00387863359223655,0.0420379386798294,0.0346517040269098,"S100A7/CXCL12/CCL5/SERPINE1",4
"GO:0044091","GO:0044091","membrane biogenesis","6/697","41/18670",0.00390830924459233,0.0422619707024696,0.0348363727234461,"NLGN2/PTPRD/CLIP3/CAV1/LRP4/CEL",6
